,Time,Peaks Amplitude,Intervals
Mean1,10.51825,0.43122192600717346,0.1739999999999995
Mean1,10.69225,0.4712303151394853,0.1745000000000001
Mean1,10.86675,0.4358784829880415,0.17175000000000118
Mean1,11.0385,0.45727717592953027,0.176499999999999
Mean1,11.215,0.4449749527381115,0.17175000000000118
Mean1,11.386750000000001,0.44667690613627575,0.17624999999999957
Mean1,11.563,0.45579095632327377,0.17274999999999885
Mean1,11.73575,0.44692419317132387,0.17550000000000132
Mean1,11.91125,0.46523467580031735,0.17349999999999888
Mean1,12.08475,0.435184251269651,0.17375000000000007
Mean1,12.2585,0.46157032126526004,0.17575000000000074
Mean1,12.43425,0.4377990266079655,0.17225000000000001
Mean1,12.6065,0.46747578084918556,0.176499999999999
Mean1,12.783,0.4362953780917926,0.17175000000000118
Mean1,12.95475,0.45269432940226234,0.17675000000000018
Mean1,13.1315,0.446484626313068,0.17225000000000001
Mean1,13.30375,0.45107340873988805,0.17675000000000018
Mean1,13.480500000000001,0.471048077957573,0.17249999999999943
Mean1,13.653,0.43873071176588985,0.17624999999999957
Mean1,13.82925,0.46241775785632605,0.17324999999999946
Mean1,14.0025,0.43754956936302,0.17600000000000016
Mean1,14.1785,0.4640161828857734,0.17400000000000126
Mean1,14.352500000000001,0.43999073546202105,0.17474999999999952
Mean1,14.52725,0.47181075293931,0.17474999999999952
Mean1,14.702,0.433155233045965,0.17425000000000068
Mean1,14.87625,0.4643659525185999,0.17549999999999955
Mean1,15.05175,0.43412043516830395,0.17324999999999946
Mean1,15.225,0.46258877949879995,0.17650000000000077
Mean1,15.4015,0.4424734221930832,0.17275000000000063
Mean1,15.574250000000001,0.4697838844822143,0.1767499999999984
Mean1,15.751,0.4362337008825317,0.17275000000000063
Mean1,15.92375,0.4599297099219847,0.17675000000000018
Mean1,16.1005,0.4392223298554172,0.1722500000000018
Mean1,16.272750000000002,0.46084259945129025,0.17749999999999844
Mean1,16.45025,0.45403147338325295,0.1720000000000006
Mean1,16.62225,0.4531653856661903,0.17749999999999844
Mean1,16.79975,0.4444672188266785,0.1722500000000018
Mean1,16.972,0.45359565208057184,0.1769999999999996
Mean1,17.149,0.45037217261231993,0.17275000000000063
Mean1,17.32175,0.4577412387843573,0.17724999999999724
Mean1,17.499,0.4596807022787562,0.17250000000000298
Mean1,17.6715,0.45004643416075724,0.1769999999999996
Mean1,17.8485,0.4548988801003558,0.17275000000000063
Mean1,18.021250000000002,0.4493665142605992,0.1769999999999996
Mean1,18.19825,0.4571923934072224,0.17299999999999827
Mean1,18.37125,0.4573531560806062,0.1769999999999996
Mean1,18.54825,0.46273884263067494,0.17300000000000182
Mean1,18.72125,0.44883269655256247,0.1772500000000008
Mean1,18.898500000000002,0.45954643256986655,0.17299999999999827
Mean1,19.0715,0.45049014684390776,0.1772500000000008
Mean1,19.24875,0.4559585366433198,0.17299999999999827
Mean1,19.42175,0.46018043565330147,0.177500000000002
Mean1,19.59925,0.4588542060631162,0.17275000000000063
Mean1,19.772000000000002,0.4540873735755546,0.17749999999999844
Mean1,19.9495,0.4512964773510049,0.17275000000000063
Mean1,20.12225,0.455750632565325,0.17774999999999963
Mean1,20.3,0.44923183036670994,0.17275000000000063
Mean1,20.47275,0.4647725195466641,0.17749999999999844
Mean1,20.65025,0.4491476064215084,0.17300000000000182
Mean1,20.82325,0.4596597921400777,0.17749999999999844
Mean1,21.00075,0.4464065935489442,0.17300000000000182
Mean1,21.173750000000002,0.4628496746139125,0.17774999999999963
Mean1,21.3515,0.44386881475153156,0.1737499999999983
Mean1,21.52525,0.47701208149795915,0.17650000000000077
Mean1,21.70175,0.44198091002882756,0.1739999999999995
Mean1,21.87575,0.46684150999838253,0.17675000000000196
Mean1,22.052500000000002,0.43982397786553606,0.1737499999999983
Mean1,22.22625,0.467138711527948,0.1767499999999984
Mean1,22.403,0.45389797224882333,0.1752500000000019
Mean1,22.57825,0.488143296822474,0.17474999999999952
Mean1,22.753,0.43597217535915,0.17650000000000077
Mean1,22.9295,0.4704794273171955,0.1739999999999995
Mean1,23.1035,0.4418447087802232,0.1767499999999984
Mean1,23.28025,0.4699017342621649,0.17375000000000185
Mean1,23.454,0.45375351000925124,0.1767499999999984
Mean1,23.63075,0.48026571396265616,0.17350000000000065
Mean1,23.80425,0.4455014403491875,0.1772500000000008
Mean1,23.9815,0.4665542670372836,0.17324999999999946
Mean1,24.15475,0.4509161189112168,0.177500000000002
Mean1,24.332250000000002,0.4594342314234128,0.1734999999999971
Mean1,24.50575,0.47095956271994954,0.1772500000000008
Mean1,24.683,0.45692330915964613,0.17300000000000182
Mean1,24.856,0.45744377730533503,0.17774999999999963
Mean1,25.03375,0.4515267475434511,0.17275000000000063
Mean1,25.206500000000002,0.45926051043284427,0.17824999999999847
Mean1,25.38475,0.45868643294943273,0.17249999999999943
Mean1,25.55725,0.46430729053409014,0.17774999999999963
Mean1,25.735,0.44527258896798766,0.17324999999999946
Mean1,25.90825,0.4644495815150361,0.177500000000002
Mean1,26.08575,0.4427751137185883,0.1737499999999983
Mean1,26.2595,0.47517528850562757,0.17675000000000196
Mean1,26.43625,0.45183481408117243,0.17449999999999832
Mean1,26.61075,0.4682768762347804,0.17600000000000193
Mean1,26.78675,0.4398109476936566,0.1750000000000007
Mean1,26.961750000000002,0.4687686865873952,0.17549999999999955
Mean1,27.13725,0.4421875443953343,0.17549999999999955
Mean1,27.31275,0.4813133122157028,0.17449999999999832
Mean1,27.48725,0.44889212589673677,0.17650000000000077
Mean1,27.66375,0.4722139172622449,0.17375000000000185
Mean1,27.837500000000002,0.44580449090217217,0.1767499999999984
Mean1,28.01425,0.4727911591293061,0.1737499999999983
Mean1,28.188,0.4385654823695015,0.17675000000000196
Mean1,28.36475,0.48839699917323093,0.17324999999999946
Mean1,28.538,0.44565406878739944,0.17675000000000196
Mean1,28.714750000000002,0.47145180209595006,0.1734999999999971
Mean1,28.88825,0.44931796252909306,0.1772500000000008
Mean1,29.0655,0.4701475775601481,0.17324999999999946
Mean1,29.23875,0.45962678915725996,0.1772500000000008
Mean1,29.416,0.4821267547612236,0.17324999999999946
Mean1,29.58925,0.4485310997380999,0.17774999999999963
Mean1,29.767,0.4589567195573938,0.17275000000000063
Mean1,29.93975,0.45472671594773145,0.17774999999999963
Mean1,30.1175,0.4555812207801669,0.17300000000000182
Mean1,30.2905,0.4730171810429162,0.17749999999999844
Mean1,30.468,0.4618181021231827,0.17300000000000182
Mean1,30.641000000000002,0.460358250039198,0.17774999999999963
Mean1,30.81875,0.4463940083146129,0.17299999999999827
Mean1,30.99175,0.4640922809561954,0.17774999999999963
Mean1,31.1695,0.44490823362873116,0.17350000000000065
Mean1,31.343,0.48031968377238216,0.1769999999999996
Mean1,31.52,0.44783453017112607,0.1739999999999995
Mean1,31.694,0.4708761014662944,0.17700000000000315
Mean1,31.871000000000002,0.4430246431635086,0.17499999999999716
Mean1,32.046,0.4720971782129595,0.17549999999999955
Mean1,32.2215,0.44063472686790056,0.17650000000000432
Mean1,32.398,0.4910789817924277,0.1737499999999983
Mean1,32.57175,0.44619486188990837,0.1772500000000008
Mean1,32.749,0.472825711887739,0.1734999999999971
Mean1,32.9225,0.4476020731552753,0.1772500000000008
Mean1,33.09975,0.470804879777395,0.173250000000003
Mean1,33.273,0.4495090649515831,0.17799999999999727
Mean1,33.451,0.4737267481744659,0.17300000000000182
Mean1,33.624,0.45713411699761597,0.17799999999999727
Mean1,33.802,0.4515313898838656,0.173250000000003
Mean1,33.97525,0.4599329610783615,0.17824999999999847
Mean1,34.1535,0.44771940659025034,0.1739999999999995
Mean1,34.3275,0.4730650771932028,0.1772500000000008
Mean1,34.50475,0.4638292109162654,0.17499999999999716
Mean1,34.67975,0.46897831343155977,0.17575000000000074
Mean1,34.8555,0.4450509322021904,0.1767499999999984
Mean1,35.03225,0.47285367581883525,0.1740000000000066
Mean1,35.206250000000004,0.44628022695680875,0.17749999999999488
Mean1,35.38375,0.4823520098430229,0.173250000000003
Mean1,35.557,0.45688707101343606,0.17824999999999847
Mean1,35.73525,0.458428825636268,0.173250000000003
Mean1,35.908500000000004,0.4601090654351798,0.17824999999999847
Mean1,36.08675,0.44731164885725494,0.1734999999999971
Mean1,36.26025,0.4668983333046849,0.17824999999999847
Mean1,36.4385,0.45568234195229235,0.17475000000000307
Mean1,36.61325,0.47686792367544956,0.17600000000000193
Mean1,36.78925,0.44297242892208,0.1767499999999984
Mean1,36.966,0.4734685685129173,0.1739999999999995
Mean1,37.14,0.4489214143349855,0.17799999999999727
Mean1,37.318,0.48127173168357273,0.1737500000000054
Mean1,37.49175,0.478885960985571,0.17799999999999727
Mean1,37.66975,0.44747542508311083,0.1739999999999995
Mean1,37.84375,0.46548636192807347,0.17799999999999727
Mean1,38.02175,0.4419401042068613,0.17500000000000426
Mean1,38.19675,0.46983784233712095,0.17624999999999602
Mean1,38.373,0.4423238875631935,0.1772500000000008
Mean1,38.55025,0.4875403708151468,0.1737500000000054
Mean1,38.724000000000004,0.44695799853564927,0.17799999999999727
Mean1,38.902,0.4619974154790019,0.1737499999999983
Mean1,39.07575,0.45966571247437654,0.17849999999999966
Mean1,39.25425,0.4487178972254813,0.17450000000000188
Mean1,39.42875,0.47825499229810614,0.177500000000002
Mean1,39.60625,0.45624958922616304,0.1767499999999984
Mean1,39.783,0.47069848960032284,0.17425000000000068
Mean1,39.95725,0.446089154835001,0.17774999999999608
Mean1,40.135,0.46633604109238336,0.1739999999999995
Mean1,40.309,0.4573051696385026,0.17850000000000676
Mean1,40.487500000000004,0.46733364366443325,0.17474999999999596
Mean1,40.66225,0.4874624820790718,0.177500000000002
Mean1,40.83975,0.43958625967137194,0.1769999999999996
Mean1,41.01675,0.4738346929832093,0.17425000000000068
Mean1,41.191,0.4494426230848366,0.17824999999999847
Mean1,41.36925,0.4633530759785609,0.1737499999999983
Mean1,41.543,0.46831377413384706,0.17900000000000205
Mean1,41.722,0.4669567199553231,0.17499999999999716
Mean1,41.897,0.4699465189296782,0.1767500000000055
Mean1,42.073750000000004,0.44454187279016455,0.17749999999999488
Mean1,42.25125,0.47422858929536776,0.1739999999999995
Mean1,42.42525,0.45093833972953623,0.17875000000000085
Mean1,42.604,0.4664546829732643,0.1739999999999995
Mean1,42.778,0.4687593523343921,0.17875000000000085
Mean1,42.95675,0.442656497176463,0.1767499999999984
Mean1,43.1335,0.47439078037148324,0.17475000000000307
Mean1,43.30825,0.4524537912895029,0.17824999999999847
Mean1,43.4865,0.46338057101753155,0.17425000000000068
Mean1,43.66075,0.4747774227702716,0.17875000000000085
Mean1,43.8395,0.449649085309031,0.17575000000000074
Mean1,44.01525,0.47413055398208864,0.17624999999999602
Mean1,44.1915,0.44936481987960764,0.17800000000000438
Mean1,44.3695,0.46773177923730475,0.1737499999999983
Mean1,44.54325,0.45709679725206787,0.17925000000000324
Mean1,44.722500000000004,0.4593506456694186,0.17499999999999716
Mean1,44.8975,0.47466573460730843,0.1769999999999996
Mean1,45.0745,0.44557956145271055,0.17799999999999727
Mean1,45.2525,0.4716662708571172,0.17425000000000068
Mean1,45.42675,0.4581819450877805,0.17900000000000205
Mean1,45.60575,0.44967390770752097,0.17575000000000074
Mean1,45.7815,0.48619600743648833,0.1767499999999984
Mean1,45.95825,0.4475144126423373,0.17800000000000438
Mean1,46.136250000000004,0.4705208652086269,0.17424999999999358
Mean1,46.3105,0.46098326947704965,0.17900000000000205
Mean1,46.4895,0.44895033899227443,0.17524999999999835
Mean1,46.66475,0.4680569645615236,0.1772500000000008
Mean1,46.842,0.4636049841492912,0.17800000000000438
Mean1,47.02,0.4686383056450789,0.17449999999999477
Mean1,47.1945,0.4628138219205091,0.17925000000000324
Mean1,47.37375,0.4469304606341918,0.17625000000000313
Mean1,47.550000000000004,0.4727759977532169,0.17599999999999483
Mean1,47.726,0.46503808736065616,0.17849999999999966
Mean1,47.9045,0.4683092960381768,0.17450000000000188
Mean1,48.079,0.46507224544824877,0.17900000000000205
Mean1,48.258,0.44405682536336866,0.1772500000000008
Mean1,48.43525,0.47564007110490786,0.17499999999999716
Mean1,48.61025,0.4546302999345174,0.17900000000000205
Mean1,48.78925,0.46337954390111963,0.17599999999999483
Mean1,48.96525,0.4934858505526442,0.1770000000000067
Mean1,49.142250000000004,0.4446464696977126,0.17849999999999966
Mean1,49.320750000000004,0.47008339701366536,0.17425000000000068
Mean1,49.495000000000005,0.4612948236188052,0.17949999999999733
Mean1,49.6745,0.44609648320160283,0.1767499999999984
Mean1,49.85125,0.4864621038705881,0.17600000000000193
Mean1,50.02725,0.4716957769642787,0.17875000000000085
Mean1,50.206,0.4498237390519336,0.17599999999999483
Mean1,50.382,0.47340069647288124,0.177500000000002
Mean1,50.5595,0.44626599998099686,0.17875000000000085
Mean1,50.73825,0.46633470277444133,0.17450000000000188
Mean1,50.91275,0.4627580256672593,0.17974999999999852
Mean1,51.0925,0.46374717992523473,0.1772500000000008
Mean1,51.26975,0.4737292894413188,0.17499999999999716
Mean1,51.44475,0.4553269790889955,0.17950000000000443
Mean1,51.62425,0.45089240796032765,0.1767499999999984
Mean1,51.801,0.4759875154796693,0.17624999999999602
Mean1,51.97725,0.4663053218845482,0.17950000000000443
Mean1,52.15675,0.4677871303280505,0.17524999999999835
Mean1,52.332,0.4691411903874746,0.17799999999999727
Mean1,52.51,0.44465492528299433,0.17875000000000085
Mean1,52.68875,0.4659358085479057,0.17475000000000307
Mean1,52.8635,0.46469731352932836,0.17924999999999613
Mean1,53.04275,0.4631222300294645,0.17825000000000557
Mean1,53.221000000000004,0.49041679992254933,0.17474999999999596
Mean1,53.39575,0.4568644095661614,0.17974999999999852
Mean1,53.5755,0.4446536791535285,0.177500000000002
Mean1,53.753,0.47482303059964504,0.17500000000000426
Mean1,53.928000000000004,0.45191852825903944,0.17949999999999733
Mean1,54.1075,0.4611324732163331,0.1767499999999984
Mean1,54.28425,0.4904929939487207,0.17650000000000432
Mean1,54.460750000000004,0.44668611989147083,0.17924999999999613
Mean1,54.64,0.4561741899375898,0.17575000000000074
Mean1,54.81575,0.4701839910816274,0.17799999999999727
Mean1,54.99375,0.44687290810386837,0.17849999999999966
Mean1,55.17225,0.478087788957678,0.17549999999999955
Mean1,55.34775,0.47995707287580947,0.17900000000000205
Mean1,55.52675,0.44045564079650745,0.17800000000000438
Mean1,55.704750000000004,0.4690231920136102,0.17499999999999716
Mean1,55.87975,0.4585255791504595,0.17974999999999852
Mean1,56.0595,0.44407040018314564,0.17775000000000318
Mean1,56.23725,0.49314155841670765,0.17499999999999716
Mean1,56.41225,0.46076600001165974,0.17950000000000443
Mean1,56.591750000000005,0.44800447200436083,0.1767499999999984
Mean1,56.7685,0.4719348047259924,0.17649999999999721
Mean1,56.945,0.4498810471270899,0.17925000000000324
Mean1,57.12425,0.45012838712790537,0.17649999999999721
Mean1,57.30075,0.48749832422533357,0.1772500000000008
Mean1,57.478,0.44505322202808834,0.17900000000000205
Mean1,57.657000000000004,0.45983946650476637,0.17549999999999955
Mean1,57.8325,0.46696936439056175,0.17875000000000085
Mean1,58.011250000000004,0.44564504891357243,0.17849999999999966
Mean1,58.189750000000004,0.4745148479085944,0.17575000000000074
Mean1,58.365500000000004,0.48171811816627924,0.17874999999999375
Mean1,58.54425,0.44123204484172757,0.17849999999999966
Mean1,58.72275,0.46632498051465165,0.17525000000000546
Mean1,58.898,0.4623561318309098,0.17974999999999852
Mean1,59.07775,0.44301353434835583,0.17824999999999847
Mean1,59.256,0.4740163744680086,0.17524999999999835
Mean1,59.43125,0.47936738371957743,0.17950000000000443
Mean1,59.61075,0.44004813039557866,0.17799999999999727
Mean1,59.78875,0.47294988109947766,0.17549999999999955
Mean1,59.96425,0.46332856674386197,0.17999999999999972
Mean1,60.14425,0.4652277182575296,0.177500000000002
Mean1,60.32175,0.4712963105953506,0.17549999999999955
Mean1,60.49725,0.4599875626656747,0.17974999999999852
Mean1,60.677,0.45262478235451054,0.17800000000000438
Mean1,60.855000000000004,0.4936985263303639,0.17499999999999716
Mean1,61.03,0.4532378044680636,0.17974999999999852
Mean1,61.20975,0.44702014756455455,0.1769999999999996
Mean1,61.38675,0.47281933983172875,0.17625000000000313
Mean1,61.563,0.46321164416545496,0.17900000000000205
Mean1,61.742000000000004,0.4580610540152055,0.17599999999999483
Mean1,61.918,0.46964276439819397,0.177500000000002
Mean1,62.0955,0.448841868294154,0.17875000000000085
Mean1,62.27425,0.462844410196909,0.17499999999999716
Mean1,62.44925,0.4720206613607024,0.17900000000000205
Mean1,62.62825,0.45275195569316506,0.17799999999999727
Mean1,62.80625,0.4697933043286475,0.17475000000000307
Mean1,62.981,0.4590469019144158,0.17974999999999852
Mean1,63.16075,0.4440545326613584,0.1767499999999984
Mean1,63.3375,0.4725632990709661,0.17575000000000074
Mean1,63.51325,0.45739727359825183,0.17900000000000205
Mean1,63.69225,0.4598702676534947,0.17524999999999835
Mean1,63.8675,0.4681632870532123,0.17800000000000438
Mean1,64.0455,0.4460703107631644,0.17849999999999966
Mean1,64.224,0.4652707435948231,0.17449999999999477
Mean1,64.3985,0.46157444227938793,0.17950000000000443
Mean1,64.578,0.45679222987859014,0.17775000000000318
Mean1,64.75575,0.48282133289884505,0.17474999999998886
Mean1,64.9305,0.45299329723784737,0.17950000000000443
Mean1,65.11,0.4484349057625222,0.1767499999999984
Mean1,65.28675,0.47352708946681576,0.17625000000001023
Mean1,65.46300000000001,0.4480763685666902,0.17899999999998784
Mean1,65.642,0.458812647519464,0.17549999999999955
Mean1,65.8175,0.47491503961856,0.17800000000001148
Mean1,65.9955,0.44994202395417876,0.17849999999999966
Mean1,66.174,0.4668397430667619,0.17499999999999716
Mean1,66.349,0.4642611319224473,0.17950000000000443
Mean1,66.52850000000001,0.4469280473280798,0.17774999999998897
Mean1,66.70625,0.4754949942335853,0.17475000000000307
Mean1,66.881,0.4565369321410101,0.18000000000000682
Mean1,67.061,0.4584041260016542,0.17749999999999488
Mean1,67.2385,0.47868936669227546,0.17549999999999955
Mean1,67.414,0.45671153458295083,0.17974999999999852
Mean1,67.59375,0.4502119215407638,0.1772500000000008
Mean1,67.771,0.4773227568560048,0.17600000000000193
Mean1,67.947,0.4538154116428144,0.1799999999999926
Mean1,68.127,0.46479406516940863,0.17675000000001262
Mean1,68.30375000000001,0.4795698900950043,0.1764999999999901
Mean1,68.48025,0.4566853617970468,0.17974999999999852
Mean1,68.66,0.45228243795964185,0.1767499999999984
Mean1,68.83675,0.4770184839275957,0.17675000000001262
Mean1,69.01350000000001,0.45630019147167206,0.17974999999999852
Mean1,69.19325,0.46225587427274356,0.1769999999999925
Mean1,69.37025,0.4881337903294465,0.1767499999999984
Mean1,69.547,0.45581867317924085,0.17974999999999852
Mean1,69.72675,0.45270945393967,0.1775000000000091
Mean1,69.90425,0.47811626989112677,0.17624999999999602
Mean1,70.0805,0.4594467554867719,0.18000000000000682
Mean1,70.26050000000001,0.44725637967202825,0.17824999999999136
Mean1,70.43875,0.49689122508832745,0.17549999999999955
Mean1,70.61425,0.46274154898447767,0.1802500000000009
Mean1,70.7945,0.4498502863679268,0.17849999999999966
Mean1,70.973,0.481508860163643,0.17549999999999955
Mean1,71.1485,0.4684363866863658,0.1802500000000009
Mean1,71.32875,0.4503059693056005,0.17900000000000205
Mean1,71.50775,0.48777263943745164,0.17574999999999363
Mean1,71.6835,0.4763641749320253,0.17925000000001035
Mean1,71.86275,0.45233809529572694,0.17949999999999022
Mean1,72.04225,0.46361345734766524,0.1772500000000008
Mean1,72.2195,0.48064227330030546,0.1775000000000091
Mean1,72.397,0.4607414445971192,0.1802500000000009
Mean1,72.57725,0.46469229695967385,0.17874999999999375
Mean1,72.756,0.5003999123723407,0.17575000000000784
Mean1,72.93175000000001,0.4666562844427961,0.180499999999995
Mean1,73.11225,0.45083684275035957,0.17924999999999613
Mean1,73.2915,0.47187251661491986,0.17650000000000432
Mean1,73.468,0.47964095250381733,0.17874999999999375
Mean1,73.64675,0.458979153437081,0.1805000000000092
Mean1,73.82725,0.47086499974365104,0.17824999999999136
Mean1,74.0055,0.4808251810982013,0.17650000000000432
Mean1,74.182,0.4674311112953609,0.1802500000000009
Mean1,74.36225,0.4509918194548513,0.17950000000000443
Mean1,74.54175000000001,0.47135404769980566,0.1767499999999984
Mean1,74.7185,0.47639395569820386,0.17874999999999375
Mean1,74.89725,0.4797007730294103,0.180499999999995
Mean1,75.07775,0.4526449193505103,0.17925000000001035
Mean1,75.257,0.47712458994204854,0.17624999999999602
Mean1,75.43325,0.4722313427785768,0.17950000000000443
Mean1,75.61275,0.45578330922003785,0.180499999999995
Mean1,75.79325,0.458131385894215,0.17900000000000205
Mean1,75.97225,0.490027058439031,0.17650000000000432
Mean1,76.14875,0.4739091591880062,0.1802500000000009
Mean1,76.32900000000001,0.45174504536733073,0.1802500000000009
Mean1,76.50925000000001,0.4591795416052999,0.17924999999999613
Mean1,76.6885,0.4823512463489027,0.1764999999999901
Mean1,76.865,0.46746886931766424,0.1807500000000033
Mean1,77.04575,0.46791877412524796,0.17974999999999852
Mean1,77.2255,0.46923694005484196,0.17875000000000796
Mean1,77.40425,0.48020110359893536,0.1772500000000008
Mean1,77.5815,0.46827449234166946,0.18074999999998909
Mean1,77.76225,0.4523531138679287,0.18000000000000682
Mean1,77.94225,0.4661116117698621,0.17924999999999613
Mean1,78.1215,0.49761273182525156,0.1770000000000067
Mean1,78.2985,0.4744499941577342,0.180499999999995
Mean1,78.479,0.45274316639586654,0.1805000000000092
Mean1,78.65950000000001,0.45948855685466083,0.17949999999999022
Mean1,78.839,0.4840113980665338,0.1767499999999984
Mean1,79.01575,0.47389598469837046,0.1805000000000092
Mean1,79.19625,0.46963616617988946,0.18099999999999739
Mean1,79.37725,0.47314399441414784,0.17950000000000443
Mean1,79.55675000000001,0.47605972436509364,0.17774999999998897
Mean1,79.7345,0.4772025951794045,0.17900000000000205
Mean1,79.9135,0.46219756866566913,0.18125000000000568
Mean1,80.09475,0.45497448223654546,0.1799999999999926
Mean1,80.27475,0.4743502292256248,0.17825000000000557
Mean1,80.453,0.492002148061366,0.17849999999999966
Mean1,80.6315,0.47046404109217344,0.18099999999999739
Mean1,80.8125,0.45365145170561144,0.1807500000000033
Mean1,80.99325,0.45916725280244847,0.1799999999999926
Mean1,81.17325,0.48128579144520844,0.1775000000000091
Mean1,81.35075,0.47820898711238097,0.17974999999999852
Mean1,81.5305,0.48214020428330445,0.18124999999999147
Mean1,81.71175,0.457120887573976,0.1805000000000092
Mean1,81.89225,0.46417998072557826,0.17974999999999852
Mean1,82.072,0.4864608452580216,0.1769999999999925
Mean1,82.249,0.4724251944341417,0.1807500000000033
Mean1,82.42975,0.46135835082374294,0.18149999999999977
Mean1,82.61125,0.4681390695670306,0.1802500000000009
Mean1,82.7915,0.47393099516599535,0.17974999999999852
Mean1,82.97125,0.48244612863729586,0.1775000000000091
Mean1,83.14875,0.47076533630554573,0.18074999999998909
Mean1,83.3295,0.4600023938172005,0.18125000000000568
Mean1,83.51075,0.459309748734641,0.1802500000000009
Mean1,83.691,0.48989552915678686,0.17924999999999613
Mean1,83.87025,0.49075447988524284,0.17825000000000557
Mean1,84.0485,0.46816779260037994,0.18099999999999739
Mean1,84.2295,0.45680888213782933,0.18125000000000568
Mean1,84.41075000000001,0.4545324319045851,0.180499999999995
Mean1,84.59125,0.4751161174080523,0.17924999999999613
Mean1,84.7705,0.49612081066412794,0.17825000000000557
Mean1,84.94875,0.4751733587556243,0.1807500000000033
Mean1,85.12950000000001,0.4552840825237801,0.18174999999999386
Mean1,85.31125,0.4545321486236332,0.1802500000000009
Mean1,85.4915,0.4716345886670193,0.18000000000000682
Mean1,85.67150000000001,0.48328080786053745,0.17849999999999966
Mean1,85.85000000000001,0.48571575482764373,0.1802499999999867
Mean1,86.03025,0.4632708158290941,0.18175000000000807
Mean1,86.212,0.45400498000778233,0.1807500000000033
Mean1,86.39275,0.46412146022375805,0.1799999999999926
Mean1,86.57275,0.4860478178950079,0.17799999999999727
Mean1,86.75075,0.47897679053311293,0.18000000000000682
Mean1,86.93075,0.4860144136604249,0.18149999999999977
Mean1,87.11225,0.4583524716724856,0.18125000000000568
Mean1,87.29350000000001,0.45876397689048576,0.180499999999995
Mean1,87.474,0.4809241272430784,0.17900000000000205
Mean1,87.653,0.4823768100830671,0.17900000000000205
